ID,EMAIL,GPN,NOME,SALARIO_BASE_FY_ATUAL,EMPLOYEE_STATUS,PAIS,GENDER,LOCATION_CITY,SERVICE_LINE,SUB_SL,RANK_ATUAL,EXP_LEV_ATUAL,JOB_TITLE,HIRING_DATE,PROPORCIONAL_HIRING_DATE,LAST_PROMOTION_DATE,UTILIZAÇAO,PROMOÇAO,LEAD_ATUAL,RANK_FUTURO,EXP_LEVEL_FUTURO,ACTUAL,SMUS_ID,JOBS_ID,LEVEL
315,BR1245778670@ey.com.br,BR1245778670,Daniel Odom,1000,Active,Brasil,F,Fortaleza,Advisory,PI,32-Manager,1,Gerente,3/1/2020 0:00,0.333333,7/15/2020 0:00,0.392184,Freezing,Strategic Impact,32-Manager,1,0,1,2,0
316,BR1615599880@ey.com.br,BR1615599880,Harold Cothren,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,44-Staff/Assistant,3,Analista Senior,6/1/2014 0:00,1,2/23/2020 0:00,0.356881,Progression,Progressing,44-Staff/Assistant,3,0,12,1,0
317,BR942934440@ey.com.br,BR942934440,Brenda Deangelis,1000,Active,Brasil,F,Rio de Janeiro,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,5/1/2019 0:00,1,4/12/2020 0:00,0.67743,Progression,nan,44-Staff/Assistant,1,0,8,1,0
318,BR965325270@ey.com.br,BR965325270,Tracy Frechette,1000,Active,Brasil,F,São Paulo,Advisory,PI,44-Staff/Assistant,3,Analista Senior,9/1/2016 0:00,1,3/27/2021 0:00,0.281234,Promotion,Differentiating,42-Senior,3,0,4,1,0
319,BR1099376160@ey.com.br,BR1099376160,Cecilia Beliveau,1000,Active,Brasil,F,Brasilia - Ass,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,9/1/2017 0:00,1,11/17/2020 0:00,0.445345,Separation,Need to Progress,44-Staff/Assistant,3,0,5,1,0
320,BR1328371480@ey.com.br,BR1328371480,Peter Lasala,1000,Active,Brasil,F,Salvador,Advisory,PI,32-Manager,3,Gerente,3/1/2017 0:00,1,9/9/2020 0:00,0.294153,Progression,Progressing,32-Manager,3,0,4,2,0
321,BR1387951480@ey.com.br,BR1387951480,Kenneth Person,1000,Active,Brasil,F,Rio de Janeiro,Advisory,PI,44-Staff/Assistant,2,Analista Senior,2/1/2015 0:00,1,6/28/2020 0:00,0.754509,Progression,Differentiating,44-Staff/Assistant,3,0,6,1,0
322,BR935422410@ey.com.br,BR935422410,Scott Caddick,1000,Active,Brasil,F,Salvador,Advisory,Risk,32-Manager,1,Gerente,2/1/2020 0:00,0.416667,4/10/2020 0:00,0.562477,Promotion,Strategic Impact,21-Senior Manager,1,0,9,2,0
323,BR1167859860@ey.com.br,BR1167859860,Kristen Melius,1000,Active,Brasil,F,Fortaleza,Advisory,Risk,32-Manager,4,Gerente,4/1/2018 0:00,1,1/11/2020 0:00,0.393343,Progression,Differentiating,32-Manager,4,0,9,2,0
324,BR1698824550@ey.com.br,BR1698824550,Ellen Fillers,1000,Active,Brasil,F,Rio de Janeiro,Advisory,PI,44-Staff/Assistant,2,Analista Senior,4/1/2019 0:00,1,3/1/2021 0:00,0.404143,Promotion,Progressing,42-Senior,3,0,6,1,0
325,BR912961660@ey.com.br,BR912961660,Ruby Bringle,1000,Active,Brasil,F,Rio de Janeiro,Advisory,PI,44-Staff/Assistant,1,Analista Senior,3/1/2019 0:00,1,12/6/2020 0:00,0.741756,Progression,nan,44-Staff/Assistant,1,0,7,1,0
326,BR871552270@ey.com.br,BR871552270,Jennifer Brogan,1000,Active,Brasil,F,Porto Alegre,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,1/1/2016 0:00,1,2/29/2020 0:00,0.544922,Progression,Strategic Impact,44-Staff/Assistant,1,0,9,1,0
327,BR778397270@ey.com.br,BR778397270,Josh Cheek,1000,Active,Brasil,F,Rio de Janeiro,Advisory,PI,44-Staff/Assistant,2,Analista Senior,6/1/2017 0:00,1,3/3/2020 0:00,0.792618,Promotion,Progressing,44-Staff/Assistant,2,0,1,1,0
328,BR1636217310@ey.com.br,BR1636217310,Regina Allen,1000,Active,Brasil,F,Recife,Advisory,PI,44-Staff/Assistant,3,Analista Senior,1/1/2018 0:00,1,1/15/2020 0:00,0.495655,Progression,Progressing,44-Staff/Assistant,3,0,12,1,0
329,BR1547571590@ey.com.br,BR1547571590,Sheila Nieman,1000,Active,Brasil,F,Brasilia - Audit,Advisory,Risk,42-Senior,6,Especialista,2/1/2016 0:00,1,7/23/2020 0:00,0.361716,Progression,Progressing,42-Senior,6,0,9,4,0
330,BR1269977970@ey.com.br,BR1269977970,Katie Huguenin,1000,Active,Brasil,F,Brasilia - Audit,Advisory,Risk,13-Executive Director,1,Diretor,10/1/2016 0:00,1,7/2/2020 0:00,0.747392,Progression,Progressing,13-Executive Director,1,0,1,6,0
331,BR634982390@ey.com.br,BR634982390,James Cowan,1000,Active,Brasil,F,Recife,Advisory,PI,44-Staff/Assistant,2,Analista Senior,12/1/2018 0:00,1,2/24/2020 0:00,0.31066,Promotion,Differentiating,44-Staff/Assistant,2,0,11,1,0
332,BR1348154860@ey.com.br,BR1348154860,Darla Haas,1000,Active,Brasil,F,Fortaleza,Advisory,PI,32-Manager,4,Gerente,7/1/2019 0:00,1,1/6/2021 0:00,0.311005,Promotion,Strategic Impact,21-Senior Manager,1,0,1,2,0
333,BR1361225930@ey.com.br,BR1361225930,Matthew Girard,1000,Active,Brasil,F,Brasilia - Ass,Advisory,Risk,42-Senior,7,Especialista,3/1/2018 0:00,1,4/2/2020 0:00,0.253064,Progression,Differentiating,42-Senior,7,0,9,4,0
334,BR1475353370@ey.com.br,BR1475353370,Charley Fleury,1000,Active,Brasil,F,Recife,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,2/1/2020 0:00,0.416667,12/11/2020 0:00,0.373653,Progression,nan,44-Staff/Assistant,1,0,5,1,0
335,BR899469610@ey.com.br,BR899469610,Kelly Capossela,1000,Active,Brasil,F,Brasilia - Ass,Advisory,Risk,21-Senior Manager,4,Gerente Senior,8/1/2018 0:00,1,1/7/2021 0:00,0.126796,Progression,Progressing,21-Senior Manager,4,0,5,3,0
336,BR1273898870@ey.com.br,BR1273898870,Henry Isabella,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,32-Manager,5,Gerente,9/1/2019 0:00,0.833333,6/13/2020 0:00,0.657012,Progression,Progressing,32-Manager,5,0,1,2,0
337,BR1099778180@ey.com.br,BR1099778180,Walter Butler,1000,Active,Brasil,F,Salvador,Advisory,Risk,32-Manager,4,Gerente,10/1/2018 0:00,1,2/12/2020 0:00,0.727636,Progression,Differentiating,32-Manager,4,0,9,2,0
338,BR1485488620@ey.com.br,BR1485488620,Maryln Case,1000,Active,Brasil,F,Salvador,Advisory,PI,42-Senior,4,Especialista,7/1/2015 0:00,1,1/6/2020 0:00,0.324656,Progression,Strategic Impact,42-Senior,5,0,12,4,0
339,BR441885650@ey.com.br,BR441885650,Joseph Hammett,1000,Active,Brasil,F,Goiania,Advisory,Risk,32-Manager,3,Gerente,7/1/2017 0:00,1,5/14/2020 0:00,0.628795,Progression,Differentiating,32-Manager,3,0,9,2,0
340,BR1297923130@ey.com.br,BR1297923130,Willie Angel,1000,Active,Brasil,F,Brasilia - Audit,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,5/1/2015 0:00,1,1/17/2020 0:00,0.415153,Promotion,Progressing,44-Staff/Assistant,2,0,8,1,0
341,BR1085295610@ey.com.br,BR1085295610,Elizabeth Robinson,1000,Active,Brasil,F,Porto Alegre,Advisory,PI,44-Staff/Assistant,1,Analista Senior,12/1/2016 0:00,1,4/24/2020 0:00,0.706626,Progression,nan,44-Staff/Assistant,1,0,7,1,0
342,BR1019974940@ey.com.br,BR1019974940,Viola Sawyer,1000,Active,Brasil,F,Fortaleza,Advisory,PI,44-Staff/Assistant,1,Analista Senior,7/1/2017 0:00,1,7/22/2020 0:00,0.656609,Progression,nan,44-Staff/Assistant,1,0,7,1,0
343,BR1256246150@ey.com.br,BR1256246150,Martha Shaughnessy,1000,Active,Brasil,F,Curitiba,Advisory,PI,44-Staff/Assistant,2,Analista Senior,1/1/2017 0:00,1,2/6/2020 0:00,0.438659,Promotion,Strategic Impact,42-Senior,3,0,6,1,0
344,BR1459564740@ey.com.br,BR1459564740,Tommie Iliff,1000,Active,Brasil,F,Brasilia - Ass,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,2/1/2016 0:00,1,3/9/2021 0:00,0.180886,Progression,Progressing,44-Staff/Assistant,2,0,5,1,0
345,BR944167260@ey.com.br,BR944167260,Keith Abraham,1000,Active,Brasil,F,Curitiba,Advisory,PI,44-Staff/Assistant,2,Analista Senior,2/1/2018 0:00,1,1/22/2021 0:00,0.419286,Promotion,Progressing,42-Senior,3,0,6,1,0
346,BR755523980@ey.com.br,BR755523980,Charles Miller,1000,Active,Brasil,F,Rio de Janeiro,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,5/1/2015 0:00,1,8/11/2020 0:00,0.368219,Progression,Progressing,44-Staff/Assistant,2,0,5,1,0
347,BR1218911220@ey.com.br,BR1218911220,Lenore Cyr,1000,Active,Brasil,F,Rio de Janeiro,Advisory,PI,13-Executive Director,1,Diretor,8/1/2014 0:00,1,4/16/2020 0:00,0.634231,Progression,Differentiating,13-Executive Director,1,0,1,6,0
348,BR914549970@ey.com.br,BR914549970,Heather Budge,1000,Active,Brasil,F,Porto Alegre,Advisory,PI,44-Staff/Assistant,2,Analista Senior,6/1/2018 0:00,1,6/14/2020 0:00,0.348806,Promotion,Progressing,42-Senior,3,0,6,1,0
349,BR943779350@ey.com.br,BR943779350,Luther Cuevas,1000,Active,Brasil,F,Campinas,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,5/1/2016 0:00,1,9/16/2020 0:00,0.697454,Progression,Progressing,44-Staff/Assistant,2,0,5,1,0
350,BR775179730@ey.com.br,BR775179730,Seth Harris,1000,Active,Brasil,F,Rio de Janeiro,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,3/1/2018 0:00,1,10/3/2020 0:00,0.233759,Promotion,Progressing,44-Staff/Assistant,2,0,9,1,0
351,BR285832760@ey.com.br,BR285832760,Linda Stewart,1000,Active,Brasil,F,Fortaleza,Advisory,Risk,42-Senior,4,Especialista,11/1/2014 0:00,1,3/23/2021 0:00,0.549977,Promotion,Progressing,32-Manager,1,0,5,4,0
352,BR578265670@ey.com.br,BR578265670,Martin Spence,1000,Active,Brasil,F,Goiania,Advisory,PI,44-Staff/Assistant,1,Analista Senior,6/1/2014 0:00,1,4/13/2020 0:00,0.810303,Progression,nan,44-Staff/Assistant,1,0,6,1,0
353,BR1416491710@ey.com.br,BR1416491710,Russell Tindol,1000,Active,Brasil,F,Fortaleza,Advisory,Risk,21-Senior Manager,6,Gerente Senior,10/1/2019 0:00,0.75,7/1/2020 0:00,0.299256,Progression,Progressing,21-Senior Manager,6,0,3,3,0
354,BR1125218430@ey.com.br,BR1125218430,Miriam Williams,1000,Active,Brasil,F,Brasilia - Ass,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,3/1/2019 0:00,1,12/5/2020 0:00,0.798646,Promotion,Progressing,44-Staff/Assistant,2,0,5,1,0
355,BR1087166760@ey.com.br,BR1087166760,Luann Joesph,1000,Active,Brasil,F,São Paulo,Advisory,PI,44-Staff/Assistant,1,Analista Senior,11/1/2017 0:00,1,6/14/2020 0:00,0.206939,Progression,nan,44-Staff/Assistant,1,0,6,1,0
356,BR868182460@ey.com.br,BR868182460,Joseph Davignon,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,13-Executive Director,1,Diretor,5/1/2019 0:00,1,1/9/2021 0:00,0.830381,Progression,Progressing,13-Executive Director,1,0,1,6,0
357,BR865385120@ey.com.br,BR865385120,Erica Sanders,1000,Active,Brasil,F,Brasilia - Audit,Advisory,Risk,42-Senior,3,Especialista,5/1/2017 0:00,1,1/17/2021 0:00,0.578633,Separation,Need to Progress,42-Senior,3,0,9,4,0
358,BR873485620@ey.com.br,BR873485620,Naomi Allen,1000,Active,Brasil,F,Recife,Advisory,Risk,42-Senior,4,Especialista,10/1/2015 0:00,1,4/19/2021 0:00,0.55418,Progression,Progressing,42-Senior,4,0,9,4,0
359,BR794749110@ey.com.br,BR794749110,Barbara Maez,1000,Active,Brasil,F,Curitiba,Advisory,PI,44-Staff/Assistant,2,Analista Senior,7/1/2017 0:00,1,4/21/2021 0:00,0.771842,Progression,Strategic Impact,44-Staff/Assistant,3,0,6,1,0
360,BR1332361150@ey.com.br,BR1332361150,Carol Murray,1000,Active,Brasil,F,Porto Alegre,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,2/1/2018 0:00,1,4/12/2020 0:00,0.536987,Progression,nan,44-Staff/Assistant,1,0,9,1,0
361,BR1285262740@ey.com.br,BR1285262740,Richard Buggs,1000,Active,Brasil,F,Fortaleza,Advisory,Risk,14-Exec Manager,1,Gerente Senior,4/1/2018 0:00,1,9/4/2020 0:00,0.300708,Promotion,Differentiating,13-Executive Director,1,0,1,3,0
362,BR348764980@ey.com.br,BR348764980,Judith Moore,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,44-Staff/Assistant,3,Analista Senior,4/1/2014 0:00,1,11/9/2020 0:00,0.74145,Progression,Progressing,44-Staff/Assistant,3,0,4,1,0
363,BR1592389230@ey.com.br,BR1592389230,Ninfa Hansell,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,44-Staff/Assistant,2,Analista Senior,2/1/2020 0:00,0.416667,1/8/2021 0:00,0.178714,Promotion,Differentiating,42-Senior,3,0,6,1,0
364,BR973781460@ey.com.br,BR973781460,Kimberly Dominguez,1000,Active,Brasil,F,Brasilia - Ass,Advisory,PI,42-Senior,7,Especialista,5/1/2018 0:00,1,6/3/2020 0:00,0.439492,Progression,Progressing,42-Senior,7,0,4,4,0
365,BR924846880@ey.com.br,BR924846880,Ida Oreilly,1000,Active,Brasil,F,São Paulo,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,4/1/2016 0:00,1,2/14/2020 0:00,0.669652,Promotion,Differentiating,42-Senior,3,0,5,1,0
366,BR1369492180@ey.com.br,BR1369492180,David Sarris,1000,Active,Brasil,F,Goiania,Advisory,PI,44-Staff/Assistant,2,Analista Senior,3/1/2015 0:00,1,10/17/2020 0:00,0.30107,Promotion,Progressing,42-Senior,3,0,6,1,0
367,BR1043228860@ey.com.br,BR1043228860,Jodie Isham,1000,Active,Brasil,F,Recife,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,8/1/2016 0:00,1,3/14/2021 0:00,0.396334,Promotion,Strategic Impact,44-Staff/Assistant,2,0,9,1,0
368,BR1349122910@ey.com.br,BR1349122910,Julia Chancellor,1000,Active,Brasil,F,Brasilia - Audit,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,9/1/2015 0:00,1,10/6/2020 0:00,0.409691,Promotion,Progressing,44-Staff/Assistant,2,0,9,1,0
369,BR1122676880@ey.com.br,BR1122676880,Michael Bottoms,1000,Active,Brasil,F,Curitiba,Advisory,Risk,42-Senior,6,Especialista,8/1/2018 0:00,1,5/22/2020 0:00,0.502377,Progression,Differentiating,42-Senior,6,0,5,4,0
370,BR996858640@ey.com.br,BR996858640,Bette Becker,1000,Active,Brasil,F,Salvador,Advisory,PI,44-Staff/Assistant,1,Analista Senior,1/1/2014 0:00,1,3/10/2020 0:00,0.318757,Progression,nan,44-Staff/Assistant,1,0,6,1,0
371,BR1097516620@ey.com.br,BR1097516620,Gabriele Ferguson,1000,Active,Brasil,F,Curitiba,Advisory,Risk,42-Senior,4,Especialista,3/1/2015 0:00,1,4/17/2021 0:00,0.54151,Progression,Differentiating,42-Senior,4,0,9,4,0
372,BR217239170@ey.com.br,BR217239170,Dante Clark,1000,Active,Brasil,F,Fortaleza,Advisory,PI,44-Staff/Assistant,1,Analista Senior,8/1/2016 0:00,1,9/11/2020 0:00,0.275284,Progression,nan,44-Staff/Assistant,1,0,7,1,0
373,BR537222430@ey.com.br,BR537222430,Justin Thompson,1000,Active,Brasil,F,Campinas,Advisory,PI,44-Staff/Assistant,2,Analista Senior,11/1/2016 0:00,1,4/28/2021 0:00,0.181408,Promotion,Progressing,42-Senior,3,0,6,1,0
374,BR798945560@ey.com.br,BR798945560,Addie Humphrey,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,44-Staff/Assistant,2,Analista Senior,4/1/2020 0:00,0.25,1/3/2020 0:00,0.766736,Progression,Need to Progress,44-Staff/Assistant,2,0,7,1,0
375,BR1346923360@ey.com.br,BR1346923360,Anita Pearce,1000,Active,Brasil,F,Rio de Janeiro,Advisory,PI,42-Senior,1,Especialista,1/1/2016 0:00,1,3/26/2021 0:00,0.20486,Promotion,Strategic Impact,32-Manager,1,0,1,4,0
376,BR824648620@ey.com.br,BR824648620,Douglas Chadwick,1000,Active,Brasil,F,Brasilia - Ass,Advisory,PI,44-Staff/Assistant,2,Analista Senior,2/1/2015 0:00,1,9/26/2020 0:00,0.592537,Promotion,Progressing,44-Staff/Assistant,2,0,7,1,0
377,BR1213281390@ey.com.br,BR1213281390,Tiffany Ho,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,44-Staff/Assistant,3,Analista Senior,12/1/2018 0:00,1,5/14/2020 0:00,0.770239,Promotion,Progressing,42-Senior,3,0,1,1,0
378,BR1791218930@ey.com.br,BR1791218930,Elizabeth Ramsey,1000,Active,Brasil,F,São Paulo,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,3/1/2016 0:00,1,3/1/2020 0:00,0.290978,Progression,Differentiating,44-Staff/Assistant,3,0,5,1,0
379,BR1068329810@ey.com.br,BR1068329810,Audrey Jackson,1000,Active,Brasil,F,Salvador,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,1/1/2020 0:00,0.5,5/30/2020 0:00,0.805766,Progression,nan,44-Staff/Assistant,1,0,9,1,0
380,BR1636247460@ey.com.br,BR1636247460,Amy Johns,1000,Active,Brasil,F,Brasilia - Ass,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,8/1/2017 0:00,1,2/10/2020 0:00,0.731434,Promotion,Strategic Impact,42-Senior,3,0,8,1,0
381,BR981196840@ey.com.br,BR981196840,Elaine Cook,1000,Active,Brasil,F,São Paulo,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,9/1/2018 0:00,1,8/9/2020 0:00,0.441205,Progression,nan,44-Staff/Assistant,1,0,8,1,0
382,BR895883360@ey.com.br,BR895883360,Cecilia Hanson,1000,Active,Brasil,F,Recife,Advisory,PI,44-Staff/Assistant,1,Analista Senior,2/1/2019 0:00,1,7/26/2020 0:00,0.477604,Progression,nan,44-Staff/Assistant,1,0,7,1,0
383,BR928585690@ey.com.br,BR928585690,Lynn Coats,1000,Active,Brasil,F,Brasilia - Audit,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,10/1/2016 0:00,1,5/8/2020 0:00,0.67648,Progression,Progressing,44-Staff/Assistant,2,0,3,1,0
384,BR527153490@ey.com.br,BR527153490,Frank Greene,1000,Active,Brasil,F,Recife,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,9/1/2015 0:00,1,5/30/2020 0:00,0.72334,Promotion,Differentiating,42-Senior,3,0,5,1,0
385,BR1622352420@ey.com.br,BR1622352420,Lorraine Babb,1000,Active,Brasil,F,Belo Horizonte,Advisory,Risk,42-Senior,5,Especialista,11/1/2016 0:00,1,2/12/2020 0:00,0.399175,Progression,Progressing,42-Senior,5,0,3,4,0
386,BR898745620@ey.com.br,BR898745620,Deborah Sagar,1000,Active,Brasil,F,Brasilia - Audit,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,11/1/2017 0:00,1,2/26/2021 0:00,0.265133,Progression,nan,44-Staff/Assistant,1,0,8,1,0
387,BR1191732580@ey.com.br,BR1191732580,Lucy Lark,1000,Active,Brasil,F,Brasilia - Ass,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,9/1/2015 0:00,1,6/15/2020 0:00,0.358746,Progression,Progressing,44-Staff/Assistant,3,0,9,1,0
388,BR429643970@ey.com.br,BR429643970,Roger Torres,1000,Active,Brasil,F,Brasilia - Ass,Advisory,PI,42-Senior,7,Especialista,2/1/2020 0:00,0.416667,1/26/2021 0:00,0.42115,Progression,Progressing,42-Senior,7,0,1,4,0
389,BR1424714970@ey.com.br,BR1424714970,Katrina Powers,1000,Active,Brasil,F,São Paulo,Advisory,PI,44-Staff/Assistant,3,Analista Senior,6/1/2020 0:00,0.0833333,5/24/2020 0:00,0.234418,Progression,Progressing,44-Staff/Assistant,3,0,12,1,0
390,BR776599110@ey.com.br,BR776599110,James Heinz,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,44-Staff/Assistant,2,Analista Senior,4/1/2020 0:00,0.25,10/25/2020 0:00,0.569213,Progression,Progressing,44-Staff/Assistant,2,0,10,1,0
391,BR585845580@ey.com.br,BR585845580,Linda Moore,1000,Active,Brasil,F,Curitiba,Advisory,PI,44-Staff/Assistant,1,Analista Senior,6/1/2018 0:00,1,11/15/2020 0:00,0.196244,Progression,nan,44-Staff/Assistant,1,0,6,1,0
392,BR1494453250@ey.com.br,BR1494453250,Elsie Herrin,1000,Active,Brasil,F,Salvador,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,8/1/2015 0:00,1,1/9/2021 0:00,0.27195,Progression,nan,44-Staff/Assistant,1,0,3,1,0
393,BR962763780@ey.com.br,BR962763780,Claudia Agosto,1000,Active,Brasil,F,Salvador,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,11/1/2018 0:00,1,4/17/2020 0:00,0.621304,Progression,nan,44-Staff/Assistant,1,0,5,1,0
394,BR699947830@ey.com.br,BR699947830,Douglas Hoover,1000,Active,Brasil,F,Porto Alegre,Advisory,PI,42-Senior,4,Especialista,1/1/2016 0:00,1,8/5/2020 0:00,0.486529,Promotion,Strategic Impact,32-Manager,1,0,1,4,0
395,BR239932340@ey.com.br,BR239932340,Danny Lunsford,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,21-Senior Manager,3,Gerente Senior,1/1/2017 0:00,1,5/15/2020 0:00,0.256204,Progression,Progressing,21-Senior Manager,3,0,11,3,0
396,BR888258120@ey.com.br,BR888258120,Dustin Sanchez,1000,Active,Brasil,F,Fortaleza,Advisory,PI,44-Staff/Assistant,2,Analista Senior,6/1/2016 0:00,1,2/5/2021 0:00,0.835505,Promotion,Differentiating,42-Senior,3,0,6,1,0
397,BR1499751870@ey.com.br,BR1499751870,Ira Moore,1000,Active,Brasil,F,Goiania,Advisory,Risk,65-Senior Associate,1,Analista Pleno,12/1/2016 0:00,1,8/16/2020 0:00,0.462831,Progression,Differentiating,65-Senior Associate,1,0,9,7,0
398,BR1066362930@ey.com.br,BR1066362930,Tamara Brown,1000,Active,Brasil,F,Recife,Advisory,Risk,42-Senior,5,Especialista,8/1/2014 0:00,1,7/25/2020 0:00,0.127881,Progression,Progressing,42-Senior,5,0,9,4,0
399,BR788465120@ey.com.br,BR788465120,Kathleen Gordon,1000,Active,Brasil,F,Porto Alegre,Advisory,Risk,42-Senior,4,Especialista,7/1/2018 0:00,1,3/7/2021 0:00,0.430192,Progression,Differentiating,42-Senior,4,0,9,4,0
400,BR668439780@ey.com.br,BR668439780,Richard Roberts,1000,Active,Brasil,F,Porto Alegre,Advisory,Risk,21-Senior Manager,4,Gerente Senior,9/1/2014 0:00,1,1/5/2020 0:00,0.331914,Progression,Progressing,21-Senior Manager,4,0,9,3,0
401,BR1442319150@ey.com.br,BR1442319150,Simon Sager,1000,Active,Brasil,F,Curitiba,Advisory,Risk,13-Executive Director,1,Diretor,12/1/2016 0:00,1,11/1/2020 0:00,0.664322,Progression,Progressing,13-Executive Director,1,0,1,6,0
402,BR883367110@ey.com.br,BR883367110,Elizabeth Jackson,1000,Active,Brasil,F,São Paulo,Advisory,PI,44-Staff/Assistant,2,Analista Senior,5/1/2016 0:00,1,8/13/2020 0:00,0.76375,Promotion,Differentiating,42-Senior,3,0,6,1,0
403,BR1113762740@ey.com.br,BR1113762740,Helen Stuart,1000,Active,Brasil,F,São Paulo,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,5/1/2016 0:00,1,9/8/2020 0:00,0.714051,Promotion,Progressing,44-Staff/Assistant,2,0,8,1,0
404,BR1059949650@ey.com.br,BR1059949650,Courtney Bird,1000,Active,Brasil,F,Rio de Janeiro,Advisory,Risk,42-Senior,4,Especialista,8/1/2015 0:00,1,3/20/2021 0:00,0.251769,Progression,Progressing,42-Senior,4,0,9,4,0
405,BR429561250@ey.com.br,BR429561250,Dorothy Smit,1000,Active,Brasil,F,Curitiba,Advisory,Risk,32-Manager,1,Gerente,4/1/2018 0:00,1,3/7/2021 0:00,0.202963,Promotion,Differentiating,21-Senior Manager,1,0,5,2,0
406,BR1049721860@ey.com.br,BR1049721860,Charles Keenan,1000,Active,Brasil,F,Belo Horizonte,Advisory,PI,44-Staff/Assistant,2,Analista Senior,7/1/2018 0:00,1,3/17/2020 0:00,0.132377,Promotion,Progressing,42-Senior,3,0,7,1,0
407,BR398447380@ey.com.br,BR398447380,Howard Perry,1000,Active,Brasil,F,São Paulo,Advisory,PI,42-Senior,7,Especialista,6/1/2020 0:00,0.0833333,2/28/2020 0:00,0.233688,Progression,Progressing,42-Senior,7,0,10,4,0
408,BR1269235260@ey.com.br,BR1269235260,Vernice Larson,1000,Active,Brasil,F,Campinas,Advisory,PI,44-Staff/Assistant,1,Analista Senior,10/1/2015 0:00,1,2/25/2020 0:00,0.395475,Progression,nan,44-Staff/Assistant,1,0,7,1,0
409,BR975434280@ey.com.br,BR975434280,Jennifer Cummins,1000,Active,Brasil,F,Fortaleza,Advisory,Risk,21-Senior Manager,6,Gerente Senior,5/1/2019 0:00,1,11/29/2020 0:00,0.259828,Progression,Differentiating,21-Senior Manager,6,0,3,3,0
410,BR1116636480@ey.com.br,BR1116636480,Cecile Green,1000,Active,Brasil,F,Porto Alegre,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,6/1/2018 0:00,1,2/14/2021 0:00,0.826997,Progression,nan,44-Staff/Assistant,1,0,9,1,0
411,BR1216685470@ey.com.br,BR1216685470,Micheal Sheridan,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,44-Staff/Assistant,1,Analista Senior,2/1/2017 0:00,1,10/18/2020 0:00,0.750018,Progression,nan,44-Staff/Assistant,1,0,7,1,0
412,BR737462730@ey.com.br,BR737462730,Janell Craig,1000,Active,Brasil,F,Porto Alegre,Advisory,Risk,42-Senior,1,Especialista,2/1/2020 0:00,0.416667,1/4/2021 0:00,0.541744,Promotion,Differentiating,32-Manager,1,0,5,4,0
413,BR1481662450@ey.com.br,BR1481662450,Robert Miller,1000,Active,Brasil,F,Salvador,Advisory,PI,44-Staff/Assistant,1,Analista Senior,9/1/2018 0:00,1,8/19/2020 0:00,0.647744,Progression,nan,44-Staff/Assistant,1,0,6,1,0
414,BR837761250@ey.com.br,BR837761250,Roosevelt Young,1000,Active,Brasil,F,Salvador,Advisory,PI,32-Manager,5,Gerente,8/1/2014 0:00,1,12/3/2020 0:00,0.228917,Progression,Strategic Impact,32-Manager,5,0,1,2,0
415,BR1079139460@ey.com.br,BR1079139460,Maxine Romero,1000,Active,Brasil,F,Curitiba,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,10/1/2019 0:00,0.75,8/9/2020 0:00,0.309749,Promotion,Progressing,44-Staff/Assistant,2,0,9,1,0
